ID bloco	Classificação Spider	Id enunciado	Base/paráfrase	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Domínio/valor/genérica	Comentários	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional (português)	Revisão do SQL (Sara)	Revisado_1	Classificação nível eventos/casos	Classificação projeção	Classificação filtro	Classificação geral	relevância	wh-question	Revisão_1-Thais	Ambiguo	Comentário
12	extra	107	paráfrase	List the resources and the number of times they performed activities. Sort the answer in descending order by number of activity executions.	 	Liste os recursos e a quantidade de vezes em que eles executaram atividades. Ordene a resposta de forma descrescente por quantidade de execuções de atividades.	List the resources and the number of times they performed activities. Sort the answer in descending order by number of activity performances.	Genérica														
12	extra	108	paráfrase			Faça uma lista ordenada de funcionários, do mais produtivo para o menos produtivo, informando quantas vezes cada um se envolveu no processamento das declarações.	Make an ordered list of employees, from most productive to least productive, stating how many times each one was involved in processing declarations.	Domínio														
																						
13	no_hardness	109	base	Which events have a cost other than non-null?	 	Quais eventos possuem custo diferente de nulo?	Which events have a cost other than zero?	Genérica		SELECT * FROM events_log WHERE cost IS NOT NULL	SELECT * FROM events_log WHERE cost IS NOT NULL	ok	S	eventos	eventos	custo	perspectiva de custo	2	Which	S	N	Realizar consulta similar para modelos treinados pelo conjunto Spider que utilizam o operador =
13	no_hardness	110	paráfrase	Which events have a non-null cost?	SELECT * FROM log5 WHERE costevent IS NOT NULL;	Quais eventos possuem custo não nulo?	Which events have a non-zero cost?	Genérica		SELECT * FROM events_log WHERE cost != 'null'									Which			
13	no_hardness	111	paráfrase	List the events that have a non-null cost.	 	Liste os eventos que possuem custo não nulo.	List the events that have a non-zero cost.	Genérica											None			
13	no_hardness	112	paráfrase	What are the events where the event cost is not null?	SELECT * FROM volvo WHERE costevent IS NOT NULL;	Quais são os eventos em que o custo é não nulo?	What are the events in which the cost is not zero?	Genérica											What			
13	no_hardness	113	paráfrase	List the events that have a cost other than null.	 	Liste os eventos que possuem custo diferente de nulo.	List the events that have a cost other than zero.	Genérica											None			
13	no_hardness	114	paráfrase	Which events have an informed cost?	 	Quais eventos possuem custo informado?	Which events have a reported cost?	Genérica											Which			
13	no_hardness	115	paráfrase	What are the events for which there is an informed cost?	 	Quais são os eventos para os quais há custo informado?	What are the events for which there is a cost reported?	Genérica											What			
13	no_hardness	116	paráfrase	List the events that have an informed cost.	 	Liste os eventos que possuem custo informado.	List the events that have a reported cost.	Genérica											None			
13	no_hardness	117	paráfrase	List the events for which there is a reported cost.	 	Liste os eventos para os quais há custo informado.	List the events for which there is a reported cost.	Genérica											None			
13	no_hardness	118	paráfrase			Informe todas as ocorrências no processamento das declarações que acarretaram em custos para a universidade.	Report all occurrences in the processing of declarations that resulted in costs for the university.	Domínio											None			
																						
14	hard	119	base	What is the information associated with events regarding the activities "In Progress" or "Closed".	SELECT * FROM logX WHERE activity = "In Progress" OR activity = "Closed"	Quais são as informações associadas aos eventos referentes às atividades 'início da viagem' ou 'requisição de pagamento'.	What information is associated with events relating to the 'start trip' or 'request payment' activities?	Valor		SELECT * FROM events_log WHERE activity = 'Start trip' OR activity = 'Request payment'	SELECT * FROM events_log WHERE activity = 'Início da viagem' OR activity = 'Requisição de pagamento'	ok	S	eventos	eventos;atividades;timestamp;recurso	atividade	perspectiva de dados	2	What	S	N	Não sei se faz muito sentido essa pergunta. No entanto, a pesquisa com "e" faz mais sentido ser com UNION, se utilizar "ou" então faz sentido o operador OR, mas precisamos ver se mantemos a sintaxe correta ou o modo como é falado coloquialmente.
14	hard	120	paráfrase	Return data from events related to the execution of activities "In Progress" or "Closed".	(está faltando o FROM nesse consulta)	Retorne os dados dos eventos relacionados à execução das atividades 'início da viagem' ou 'requisição de pagamento'.	Return event data related to the performance of the 'start trip' or 'request payment' activities.	Valor											None			Não sei se entendi, mas eu acho que tanto faz usar UNION ou OR para a pergunta como ela está: com "ou". Olhando para o sentido de uma pergunta com "E", como estamos falando de eventos, seriam eventos que referente às duas atividades, ao mesmo tempo, e isso não faria sentido, pois o evento só executa uma atividade. Então, eu acho que as duas SQLs estão corretas para o enunciado como ele está.
14	hard	121	paráfrase	Return information associated with events related to activities "In Progress" or "Closed".	SELECT idcase, idevent, startdatetime, activity, resource FROM logX WHERE activity = "In Progress" OR activity = "Closed"	Retorne as informações associadas aos eventos relacionados às atividades 'início da viagem' ou 'requisição de pagamento'.	Return information associated with events related to 'start trip' or 'request payment' activities.	Valor											None			
14	hard	122	paráfrase	List data for events associated with instances of activities named "In Progress" or "Closed".	(usado o OR a consulta continua sendo "extra"?)	Liste os dados referentes ao eventos associados às instâncias das atividades nomeadas 'início da viagem' ou 'requisição de pagamento'.	List the data relating to the events associated with the activity instances named 'start trip' or 'request payment'.	Valor											None			
14	hard	123	paráfrase	Return only "In Progress" and "Closed" events	SELECT idcase, idevent, startdatetime, activity, resource WHERE activity = "In Progress" UNION SELECT idcase, idevent, startdatetime, activity, resource WHERE activity = "Closed"	Preciso das informações associadas às ações que marcam o início de uma viagem e às ações que indicam que foi feita uma requisição de pagamento.	I need information associated with the actions that mark the start of a trip and the actions that indicate that a payment request has been made.	Domínio											None			
																						
15	hard	124	base	What is the most frequent activity?		Quais são as atividades mais frequentes?	What are the most frequent activities?	Genérica		SELECT activity FROM events_log GROUP BY activity HAVING COUNT(*) = (SELECT COUNT(*) FROM events_log GROUP BY activity ORDER BY COUNT(*) DESC LIMIT 1) 	SELECT activity FROM events_log GROUP BY activity HAVING COUNT(*) = (SELECT COUNT(*) FROM events_log GROUP BY activity ORDER BY COUNT(*) DESC LIMIT 1) 	ok	S	eventos	atividades	agregado	estatística descritiva sobre fluxo de controle	2	What	S	N	plural, pode haver mais de uma atividade mais frequentemente executada
15	hard	125	paráfrase	What is the most frequently performed activity?	(a requisição não pede para ordenar e não pede a contagem)	Quais são as atividades mais frequentemente executadas?	What are the most frequently activities performed?	Genérica											What			
15	hard	126	paráfrase	Which activity appears most frequently in the event log?	precisa fazer a consulta sem mostrar a contagem	Quais atividades aparecem mais frequentemente no log de eventos?	Which activities appear most frequently in the event log?	Genérica											Which			
